Deal - Organization,Deal - Value,Deal - Status,Deal - Stage,Deal - Deal closed on,Deal - Deal created,Deal - Lead Source,Organization - Address,Organization - Num Client A3,Organization - Tipologia Client,CENTROCOSTE3
Escola Parellada,"1,220.58 EUR",Won,Proposal Presented,2017-09-26 08:38:45,2017-09-15 15:43:39,,"Escola Parellada, Carrer Mossèn Pere Tarrés, Sant Boi de Llobregat, Spain",,Escoles,14110
Colegio Urdaneta,"3,108.49 EUR",Won,Proposal Presented,2017-10-06 15:39:27,2017-09-18 16:24:39,,Lauroeta etorbidea 6 48180 Loiu,,Escoles,14110
Escola Joan Coret,292.00 EUR,Lost,Proposal Accepted,2018-03-26 13:49:03,2017-09-13 15:47:06,,"Plaça Voluntaris Olímpics, 3, 08917 Badalona, Barcelona",,Escoles,14110
Col·legi Sant Lluís,83.68 EUR,Won,Proposal Accepted,2017-09-28 18:35:50,2017-09-19 09:00:48,,"Carrer dels Arítjols, 12-14, 08016 Barcelona",,Escoles,14110
Escola Pia Balmes,"7,500.00 EUR",Lost,Proposal Accepted,2018-03-05 13:10:01,2017-09-19 10:47:11,,"Carrer de Balmes, 208, 08006 Barcelona",,Escoles,14110
Col.legi Maria Auxiliadora - Salesianes Terrassa,0.00 EUR,Lost,Meeting organized,2017-11-24 12:53:48,2017-09-20 13:42:21,,"Carrer de Santa Maria de Mazzarello, 49, 08224 Terrassa, Barcelona",,Escoles,14110
Escola Pérez Iborra,850.00 EUR,Won,Proposal Accepted,2017-09-20 15:19:13,2017-09-20 15:18:38,,"Escola Pérez Iborra, Carrer del Consell de Cent, Barcelona, Spain",,Escoles,14130
Vedruna Tàrrega,"1,440.00 EUR",Lost,Proposal Presented,2017-11-27 12:06:21,2017-09-20 16:40:42,,"Vedruna Tàrrega, Carrer de la Mare Vedruna, Tàrrega, Spain",,Escoles,14120
Escola Ponent Terrassa,"1,208.19 EUR",Won,Proposal Presented,2017-09-27 09:12:38,2017-09-21 11:37:37,,"Carrer de Palet i Barba, 189, 08224 Terrassa, Barcelona, Spain",,Escoles,14110
Col·legi Yglesias,"2,987.17 EUR",Lost,Proposal Accepted,2018-02-09 16:10:13,2017-09-21 12:11:48,,"Carrer Eusebi Golart, 13, 08360 Canet de Mar, Barcelona, Spain",,Escoles,14110
Escola Andersen,"1,405.96 EUR",Won,Proposal Presented,2017-10-02 16:59:42,2017-09-22 09:57:13,,"Carrer de Pérez Galdós, 15, Terrassa, Spain",,Escoles,14110
Escola Mare de Déu dels Socós,0.00 EUR,Lost,Meeting organized,2018-01-30 16:31:41,2017-09-22 11:09:32,,"Col·legi Mare de Déu del Socós, Carrer d'Àngel Guimerà, Agramunt, Spain",,Escoles,14110
Colegio Minerva,555.10 EUR,Lost,Proposal Presented,2017-11-21 11:04:01,2017-09-22 11:46:23,,"Calle de Villajimena, 15, 28032 Madrid, Spain",,Escoles,14110
Escolàpies Olesa,"1,920.22 EUR",Won,Proposal Presented,2017-11-02 09:25:11,2017-09-22 13:49:37,,"Escolàpies Olesa, Carrer Mare Paula Montal, Olesa de Montserrat, Spain",,Escoles,14110
Colegio Abaco,"3,977.67 EUR",Won,Proposal Presented,2017-11-17 01:42:32,2017-09-22 14:07:07,,"Avenida de la Peseta, 8, Madrid, Spain",,Escoles,14110
Montessori Tenerife,0.00 EUR,Lost,Contact Made,2018-01-15 17:41:29,2017-09-22 15:43:52,,"Calle Emilio Calzadilla, 32, 38002 Santa Cruz de Tenerife",,Escoles,14110
Sagrados Corazones Miranda de Ebro,"4,080.00 EUR",Won,Proposal Presented,2017-09-27 10:30:45,2017-09-22 16:11:20,,"Centro Sagrados Corazones, Calle San Francisco, Miranda de Ebro, Spain",,Escoles,14110
Escola Arrels Solsona,0.00 EUR,Lost,New Leads,2017-12-28 00:00:00,2017-09-27 11:52:19,,"Arrels I, Travessia de Sant Isidre, Solsona, Spain",,Escoles,14110
Escola Ramon Macip - Dolors Granés,0.00 EUR,Lost,Contact Made,2018-01-15 16:42:40,2017-09-28 15:27:26,,"Carrer Ramon Llull, 7, 08440 Cardedeu, Barcelona, Spain",,Escoles,14110
Santa María Marianistas,543.36 EUR,Lost,Proposal Presented,2017-11-03 11:32:26,2017-09-28 18:21:28,,"Colegio De Santa María, Luis Heintz Kalea, Vitoria-Gasteiz, Spain",,Escoles,14110
CEIP San Martiño,"2,018.16 EUR",Won,Proposal Accepted,2018-02-07 09:40:43,2017-09-29 10:47:49,,"Igrexa, 18, 36143",,Escoles,14110
Escola Guillem de Mont-rodon,324.99 EUR,Lost,Proposal Presented,2018-01-31 12:44:48,2017-09-29 16:23:25,,"Carrer de Sant Miquel Xic, 2, 08500 Vic, Barcelona, Spain",,Escoles,14110
Institut Bisbe Sivilla,194.74 EUR,Lost,Proposal Presented,2017-11-27 09:27:11,2017-09-29 16:32:24,,"Carrer de Valldebanador, 39, 08370 Calella, Barcelona, Spain",,Escoles,14110
Col·legi Molí Nou,815.06 EUR,Lost,Proposal Presented,2017-12-11 14:51:32,2017-09-29 17:14:08,,"Carrer Joan Maragall, 5, 08830 Sant Boi de Llobregat, Barcelona",,Escoles,14110
Biblioteca de Santa Susanna,660.00 EUR,Won,Proposal Presented,2017-11-16 09:22:41,2017-09-29 17:59:06,,Rambla dels Països Catalans,,Escoles,14130
Col·legi Sagrada Família Avinyó,0.00 EUR,Lost,Meeting organized,2017-11-07 13:11:36,2017-10-02 10:07:44,,"Carrer d'Avinyó, 20, 08002 Barcelona",,Escoles,14110
Colegio Nebrija Rosales,555.10 EUR,Lost,Proposal Presented,2017-12-12 11:14:15,2017-10-02 13:11:05,,"Calle Carlos Domingo, 10, 28047 Madrid, Spain",,Escoles,14110
La Salle Montcada,"1,222.57 EUR",Won,Proposal Presented,2018-01-19 09:23:51,2017-10-05 08:58:13,,"La Salle Montcada, Carrer Sant Joan Baptista Salle, Montcada i Reixac, Spain",,Escoles,14110
Escola Guixot,"1,083.96 EUR",Won,Proposal Presented,2017-10-10 13:42:12,2017-10-10 09:55:01,,"Sabadell, Spain",,Escoles,14110
Colegio San Juan de Ávila,950.88 EUR,Lost,Proposal Presented,2017-11-28 10:18:06,2017-10-10 10:29:04,,"Colegio San Juan de Ávila, Calle Ramblilla Baja, Salobreña, Spain",,Escoles,14110
Colegio Maravillas,"1,451.91 EUR",Won,Proposal Presented,2018-05-18 11:19:46,2017-10-11 15:54:53,,"Colegio Maravillas, Benalmádena, Spain",,Escoles,14110
Colegio San Juan de Dios,0.00 EUR,Lost,Meeting organized,2017-10-20 15:38:20,2017-10-13 16:28:50,,"Colegio San Juan de Dios, Málaga, Spain",,Escoles,14110
Colegio Doña Vicenta Ruso,"1,086.73 EUR",Won,Proposal Accepted,2017-10-19 09:40:23,2017-10-16 16:29:24,,Avd. Noruega s/n 03130 Sta. Pola Alicante,,Escoles,14110
Runnymede college,"2,164.29 EUR",Lost,Proposal Presented,2017-11-23 11:08:31,2017-10-17 10:28:57,,"Calle de la Salvia, 30, Alcobendas, Spain",,Escoles,14110
Escola Joan XXIII,0.00 EUR,Lost,Contact Made,2018-01-15 17:41:14,2017-10-17 10:55:52,,C/ Catorze s/n. – 43100 TARRAGONA,,Escoles,14110
Pare Manyanet Reus,0.00 EUR,Lost,Meeting organized,2017-11-08 11:46:37,2017-10-17 12:42:54,,"Carrer del Pare Manyanet, 25, 43205 Reus, Tarragona",,Escoles,14110
Col·legi Sagrat Cor Amposta,"1,673.61 EUR",Lost,Proposal Presented,2017-11-22 16:00:48,2017-10-17 12:50:34,,"Carrer Germana Teresa Mira, 43870 Amposta, Tarragona",,Escoles,14110
Escola Colònia Güell,828.83 EUR,Won,Proposal Accepted,2017-11-06 16:17:56,2017-10-17 13:44:10,,"Av. Lluís Companys, s/n, 08690 Santa Coloma de Cervelló, Barcelona",,Escoles,14110
Bastida Ikastola,"1,542.06 EUR",Lost,Proposal Accepted,2017-11-20 10:51:47,2017-10-18 13:40:37,,"Diputazio etorbidea, 25 01330 Bastida (Araba)",,Escoles,14110
Escola Guillem de Mont-rodon,95.00 EUR,Lost,Proposal Presented,2017-11-03 11:35:28,2017-10-18 14:16:55,,"Carrer de Sant Miquel Xic, 2, 08500 Vic, Barcelona, Spain",,Escoles,14120
INS Domènec Perramon,30.99 EUR,Lost,Proposal Presented,2018-01-19 13:04:05,2017-10-18 16:56:37,,"Institut Domènec Perramon, Arenys de Munt, Spain",,Escoles,14110
Col·legi Sant Domènec de Guzman,"1,673.61 EUR",Lost,Proposal Presented,2017-12-12 08:55:25,2017-10-18 21:13:59,,"Carrer d'Antoni Rovira i Virgili, 16, 43002 Tarragona",,Escoles,14110
FUNDACIÓN PRIVADA BENJAMIN FRANKLIN,271.68 EUR,Lost,Proposal Presented,2017-03-10 18:02:47,2017-03-09 12:28:33,,"MARTORELL I PEÑA 9, BARCELONA",137,Escoles,14110
Colegio Addis,"7,325.26 EUR",Lost,Proposal Presented,2017-11-27 11:40:38,2017-10-19 10:14:36,,"Calle Vieja de Pinto, 15, Madrid, Spain",,Escoles,14110
Colegio Santo Angel La Dehesa,"1,042.55 EUR",Lost,Proposal Presented,2018-05-17 09:49:25,2017-10-19 12:17:01,,"Avenida de los Deportes, 8, Humanes de Madrid, Spain",,Escoles,14110
Institut-Escola Les Vinyes,"1,673.00 EUR",Lost,Proposal Presented,2017-11-02 16:43:53,2017-10-20 08:52:33,,"Institut-Escola Les Vinyes, Carrer Major, Castellbisbal, Spain",,Escoles,14110
C.E. PR. Virgen de la Cabeza,"1,673.61 EUR",Won,Proposal Accepted,2017-12-22 09:44:42,2017-10-20 09:37:12,,"C/ San Ramón s/n	Churriana de la Vega	Granada	18194	España",,Escoles,14110
La Salle Torreforta,"1,775.95 EUR",Won,Proposal Accepted,2017-11-30 17:24:49,2017-10-20 10:27:53,,"Carrer S Benilde, 15, 43006 Tarragona, Spain",,Escoles,14110
Fundació Vedruna (Central),0.00 EUR,Lost,Meeting organized,2018-08-21 10:15:39,2017-10-23 09:40:51,,"Carrer del Bisbe Torras i Bages, 7-9, Vic, Spain",,Escoles,14110
INSTITUT Nicolau Copèrnic,"2,081.62 EUR",Won,Proposal Presented,2017-11-06 12:59:29,2017-10-24 10:27:29,,"Carrer de Torrent del Batlle, 10, 08225 Terrassa, Barcelona",,Escoles,14110
Charles Darwin,95.00 EUR,Lost,Proposal Presented,2018-04-10 17:41:53,2017-10-24 12:56:01,,"Av. del Pare Andreu de Palma, 30, 08820 El Prat de Llobregat, Barcelona",,Escoles,14120
Col·legi Claret (Valls),"1,542.06 EUR",Lost,Proposal Presented,2017-11-27 11:24:16,2017-10-25 10:46:58,,"Plaça de la Creu, 1 43800 Valls",,Escoles,14110
Laudio Ikastola,"2,796.65 EUR",Lost,Proposal Accepted,2018-04-24 15:34:28,2017-10-26 17:00:16,,"Motxotekale Bidea, 16, 01400 Laudio, Araba",,Escoles,14110
Col·legi Santa Teresa,"3,356.07 EUR",Lost,Proposal Accepted,2017-12-11 09:24:49,2017-10-30 10:48:57,,"Carrer de Santa Madrona, 89, 43740 Móra d'Ebre, T",,Escoles,14110
Escola Mestre Enric Gibert i Camins,50.42 EUR,Lost,Proposal Accepted,2017-11-20 17:01:04,2017-10-30 13:15:01,,"Carrer d'Irlanda, 15, 08030 Barcelona, Spain",,Escoles,14110
Escola Vicente Ferrer,560.00 EUR,Won,Proposal Presented,2017-11-10 10:48:50,2017-10-30 17:48:18,,"Escola Pública Vicente Ferrer, Carrer de Salvador Aulestia Barriach, Sant Boi de Llobregat, Spain",,Escoles,14130
Escola Montagut,220.00 EUR,Won,Proposal Accepted,2017-09-20 08:51:59,2017-09-13 15:38:57,,"C/ Camí de la Riera de Dalt, s/n, 08398 Santa Susanna, Barcelona",,Escoles,14130
Colegio Dulce Nombre de Jesús,560.60 EUR,Lost,Proposal Presented,2017-11-27 11:46:16,2017-11-07 10:04:58,,"Calle de Agustín Durán, 20, Madrid, Spain",,Escoles,14110
Escola Mestre Ignasi Peraire Mollerussa,"1,028.93 EUR",Lost,Proposal Presented,2018-02-22 16:06:40,2017-11-08 10:39:36,,"Av. Pau Casals, 0, 25230 Mollerussa, Lleida",,Escoles,14110
Colegio público Virgen del Rosario,815.04 EUR,Lost,Proposal Presented,2017-12-11 09:15:31,2017-11-09 12:43:18,,"Av. de la Magdalena, s/n, 46130 Masamagrell, Valencia",,Escoles,14110
IES Mollet,732.42 EUR,Won,Proposal Presented,2017-11-23 08:40:44,2017-11-13 08:47:11,,"IES de Mollet del Vallès, Avinguda de Burgos, Mollet del Vallès, Spain",,Escoles,14110
UNION CHRÉTIENNE DE ST. CHAUMOND,581.61 EUR,Won,Proposal Presented,2017-11-28 10:07:41,2017-11-13 09:30:18,,"Calle Rodríguez Marín, 30 - 32, Madrid, Spain",,Escoles,14110
Escola Les Escomes,672.15 EUR,Lost,Proposal Presented,2017-11-22 09:12:33,2017-11-13 16:08:57,,"Escola Les Escomes, Sant Jaume de Llierca, Spain",,Escoles,14110
Escola Canigó St. Just,190.00 EUR,Won,Proposal Accepted,2017-07-17 14:11:30,2017-07-14 14:00:54,,"c. Canigó, 35 08960 Sant Just Desvern",,Escoles,14120
Colegio SJE,"31,951.40 EUR",Lost,Proposal Accepted,2018-04-23 09:56:53,2017-11-14 12:05:14,,"Calle Valle del Jerte, 2, Torrejón de Ardoz, Spain",,Escoles,14110
Liceo Egara (Terrassa),"22,840.00 EUR",Won,Proposal Presented,2018-06-08 18:55:11,2017-11-15 13:06:27,,"Carrer del Dr. Pearson, 163, 08222 Terrassa, Barcelona, Spain",,Escoles,14130
Cultura Pràctica,"1,086.73 EUR",Lost,Proposal Presented,2017-12-12 09:05:34,2017-11-15 16:40:18,,"c. Sant Pere, 36 08221 Terrassa",,Escoles,14110
Escola Brasil,"2,229.75 EUR",Won,Proposal Presented,2017-12-12 08:50:48,2017-11-16 15:51:54,,"Escola Brasil, Gran Via de les Corts Catalanes, Barcelona, Spain",,Escoles,14110
CEIP Francisco Rodríguez Perera,0.00 EUR,Lost,Contact Made,2017-12-14 12:26:18,2017-11-16 16:38:06,,"El Parque, s/n, Villanueva del Fresno, Badajoz",,Escoles,14110
Escola Virolet,150.00 EUR,Lost,New Leads,2017-09-21 11:48:53,2017-07-11 13:59:11,,"Carrer de Viena, 1, 08206 Sabadell, Barcelona",,Escoles,14130
Escola Pia Tàrrega,"1,805.16 EUR",Lost,Meeting organized,2017-12-11 13:34:28,2017-11-20 09:56:14,,"Plaça Pare Carles Perelló 1, 25300 Tàrrega, Lleida",,Escoles,14110
Despierta,589.66 EUR,Lost,Contact Made,2017-12-15 09:36:21,2017-11-20 11:21:32,,"C/Feria, 121, Entreplanta (Edificio Ártico)  – 02004 Albacete",,Escoles,14110
Escola Nadís (Sagrat Cor Sarrià),45.59 EUR,Won,Proposal Presented,2017-11-22 13:09:13,2017-11-21 11:30:46,,"Escola Sagrat Cor - Nadís, Carrer de Ràfols, Barcelona, Spain",,Escoles,14110
La Salle Mollerussa,"3,696.46 EUR",Lost,Proposal Presented,2018-01-18 12:24:21,2017-11-22 13:48:38,,"Carrer Ferrer i Busquets, 17, 25230 Mollerussa, Lleida",,Escoles,14110
Sistemes Linux Acadèmia,0.00 EUR,Lost,Contact Made,2017-11-24 12:39:17,2017-11-23 11:00:16,,"Carrer de Joan Fuster i Ortells, 2, 17310 Lloret de Mar,",,Escoles,14110
Biblioteca de Santa Susanna,695.00 EUR,Won,Proposal Presented,2018-03-15 12:33:27,2017-11-23 15:34:28,,Rambla dels Països Catalans,,Escoles,14130
Vedruna Tàrrega,0.00 EUR,Lost,Meeting organized,2017-11-30 16:35:41,2017-11-27 12:06:44,,"Vedruna Tàrrega, Carrer de la Mare Vedruna, Tàrrega, Spain",,Escoles,14110
Col·legi Jardí,146.00 EUR,Lost,Contact Made,2017-12-04 13:28:06,2017-07-25 12:49:46,,"Josep Torras i Bages, 81 | 08401 - Granollers (Barcelona)",,Escoles,14130
Escola Arenal de Llevant,815.05 EUR,Lost,Proposal Presented,2018-01-11 17:39:15,2017-11-30 13:19:17,,"Escola L'Arenal de Llevant, Carrer de Bac de Roda, Barcelona, Spain",,Escoles,14110
Escola Sant Salvador,"1,673.61 EUR",Won,Proposal Accepted,2017-12-04 13:53:42,2017-12-04 11:47:23,,"Avinguda de Sant Salvador, 13, 43130, Tarragona",,Escoles,14110
Centro Privado de Enseñanza San José HFI,135.83 EUR,Won,Proposal Accepted,2017-12-12 08:46:46,2017-12-04 12:32:19,,"Carrer del Dr. Sumsi, 5, 46005 València",,Escoles,14110
Escola La Garalda,"2,239.85 EUR",Won,Proposal Presented,2017-12-20 15:47:21,2017-12-13 10:53:43,,"CEIP La Garalda, Pallejà, Spain",,Escoles,14110
Escola Salvador Espriu,893.04 EUR,Won,Proposal Presented,2017-12-14 15:40:35,2017-12-13 15:33:45,,"Escola Pública Salvador Espriu, Carrer de Sant Joan, Sant Feliu de Llobregat, Spain",,Escoles,14110
Escola Túrbula,414.18 EUR,Won,Proposal Accepted,2018-03-07 13:48:11,2017-12-14 12:48:35,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14110
AMPA Escola de Collsuspina,679.21 EUR,Won,Proposal Accepted,2017-12-19 08:53:12,2017-12-15 16:04:32,,"C. VERGE DE MONTSERRAT, 3-5 08178 COLLSUSPINA,  BARCELONA",,Escoles,14110
COLEGIO PÚBLICO RIOTURBIO,679.21 EUR,Won,Proposal Presented,2017-12-18 17:54:27,2017-12-18 15:36:19,,"CP RIOTURBIO, Returbiu, Spain",,Escoles,14110
Escola Lluís Vives,815.05 EUR,Won,Proposal Presented,2018-02-27 11:51:30,2017-12-19 11:52:39,,"Carrer de Canalejas, 107, Barcelona, Spain",,Escoles,14110
INSTITUT Andreu Nin,"1,892.56 EUR",Won,Proposal Presented,2017-12-20 17:51:13,2017-12-20 13:14:25,,"Av. Salvador Palau Rabassó, 18, 43700 El Vendrell,",,Escoles,14110
Escola Túrbula,"5,400.00 EUR",Lost,Proposal Accepted,2018-02-23 17:05:18,2017-12-22 12:09:50,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14110
CRIE Cervera de Pisuerga,"4,527.13 EUR",Won,Proposal Presented,2017-12-28 12:41:58,2017-12-22 13:06:47,,"CRIE Cervera de Pisuerga, Felipe Calvo, Cervera de Pisuerga, Spain",,Escoles,14110
Escola Túrbula,686.96 EUR,Won,Proposal Accepted,2017-12-27 12:02:28,2017-12-27 11:33:16,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14110
COL·LEGI MARE DE DÉU DELS ÀNGELS,975.06 EUR,Won,Proposal Presented,2018-02-06 09:17:35,2018-01-11 11:34:02,,"Col·legi Mare de Déu dels Àngels, Carrer Gran de la Sagrera, Barcelona, Spain",,Escoles,14110
Escola Sant Felip Neri,0.00 EUR,Lost,Contact Made,2018-03-14 17:57:01,2018-01-12 11:04:29,,"Escola Sant Felip Neri, Plaça de Sant Felip Neri, Barcelona, Spain",,Escoles,14110
CEIP Almanzor Candeleda,245.00 EUR,Won,Proposal Presented,2018-01-22 13:12:03,2018-01-22 13:11:56,,"Calle de las Escuelas, 1, 05480 Candeleda, Spain",,Escoles,14110
Colegio Cristo Rey Escolapios Emaús,0.00 EUR,Lost,Contact Made,2018-01-31 12:41:57,2018-01-22 16:16:35,,"Colegio Cristo Rey Escolapios, Zaragoza, Spain",,Escoles,14110
Ramón María del Valle Inclán,0.00 EUR,Lost,Meeting organized,2018-04-25 10:05:28,2018-01-25 10:37:53,,"Calle Alconera, 1, 28037 Madrid, Spain",,Escoles,14110
Col·legi La Salle Girona,"1,358.41 EUR",Lost,Proposal Presented,2018-07-23 09:04:09,2018-01-25 12:30:03,,C/ Sant Joan Baptista La Salle 12 17002 Girona,,Escoles,14110
Mare de Déu del Remei,"1,723.14 EUR",Won,Proposal Presented,2018-04-10 09:07:18,2018-01-26 15:38:14,,"Escola Pública Mare de Déu del Remei, Carrer les Rodes, Alcover, Spain",,Escoles,14110
Escola Salvador Espriu,"2,200.00 EUR",Won,Proposal Presented,2018-03-16 13:23:10,2018-01-26 17:47:42,,"Escola Pública Salvador Espriu, Carrer de Sant Joan, Sant Feliu de Llobregat, Spain",,Escoles,14130
Instituto Conde Diego Porcelos,60.00 EUR,Won,Proposal Presented,2018-02-05 10:27:40,2018-01-29 15:57:44,,"Instituto Conde Diego Porcelos, Calle Eloy García de Quevedo, Burgos, Spain",,Escoles,14110
CEIP L'Urgell Eivissa,0.00 EUR,Lost,Contact Made,2018-02-12 13:55:30,2018-02-02 13:26:23,,"C.P. L'Urgell, Avinguda del Diputat Josep Ribas, Sant Josep de sa Talaia, Spain",,Escoles,14110
CEIP Pou de la Muntanya,"1,147.64 EUR",Won,Proposal Presented,2018-02-09 12:05:14,2018-02-05 15:46:08,,"Col·legi Públic Pou de la Muntanya, Dénia, Spain",,Escoles,14110
Colegio Abaco,98.98 EUR,Won,Proposal Presented,2018-02-19 11:33:48,2018-02-06 19:02:44,,"Avenida de la Peseta, 8, Madrid, Spain",,Escoles,14110
CEIP Miguel Hernández Laguna de Duero,"1,960.00 EUR",Won,Proposal Presented,2018-03-02 10:39:21,2018-02-12 12:02:32,,"Av. de la Libertad, 32, Laguna de Duero, Spain",,Escoles,14110
CEIP Solar del Cid Burgos,490.00 EUR,Won,Proposal Presented,2018-02-22 13:51:16,2018-02-12 12:13:22,,"Calle Enrique III, 10, Burgos, Spain",,Escoles,14110
Col·legi RAMON PONT,211.48 EUR,Won,Proposal Presented,2018-02-20 09:01:57,2018-02-15 15:33:35,,"Carrer de Sant Tomàs, 40, 08222 Terrassa, Barcelona, Spain",,Escoles,14110
Vedruna Puigcerdà,"1,500.00 EUR",Lost,Proposal Presented,2018-08-21 10:11:06,2018-02-21 10:57:35,,"Vedruna, Carrer Carmelites, Puigcerdà, Spain",,Escoles,14120
Escola Túrbula,540.00 EUR,Won,Proposal Accepted,2018-05-15 09:31:59,2018-02-23 17:04:48,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14120
Escola Túrbula,"1,782.28 EUR",Won,Proposal Accepted,2018-05-15 09:32:05,2018-02-23 17:05:50,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14110
Escola Pérez Iborra,112.49 EUR,Won,Proposal Presented,2017-12-15 09:47:47,2017-11-13 17:07:54,,"Escola Pérez Iborra, Carrer del Consell de Cent, Barcelona, Spain",,Escoles,14110
Colegio Abaco,0.00 EUR,Lost,New Leads,2018-03-02 09:38:04,2018-02-26 09:19:36,,"Avenida de la Peseta, 8, Madrid, Spain",,Escoles,14110
Nostra Senyora del Mar,"3,793.00 EUR",Lost,Proposal Presented,2018-06-07 10:01:35,2018-03-05 16:21:52,,"Carrer de Sant Pere, 5, 08820 El Prat de Llobregat, Barcelona, Espanya",,Escoles,14110
Escola Les Falgueres (Girona),95.00 EUR,Lost,Contact Made,2018-01-15 17:16:45,2017-04-19 16:49:13,,,,Escoles,14120
"Vergé Font de la Salut (Treiguera, Castelló)",95.00 EUR,Won,Proposal Accepted,2017-05-26 17:11:59,2017-05-08 13:28:15,,,,Escoles,14120
Grup Àgora,265.00 EUR,Lost,Proposal Presented,2017-04-26 16:43:14,2017-03-14 18:49:55,,,,Escoles,14130
IES Hermanos Amorós,281.00 EUR,Won,Proposal Presented,2017-03-22 10:02:48,2017-03-20 16:49:31,,,,Escoles,14110
INSTITUT Nicolau Copèrnic,166.00 EUR,Won,Proposal Presented,2018-03-16 08:52:14,2018-03-05 16:57:52,,"Carrer de Torrent del Batlle, 10, 08225 Terrassa, Barcelona",,Escoles,14110
Escola Enxaneta Viladecans,345.00 EUR,Lost,Proposal Presented,2017-06-20 15:54:00,2017-05-24 16:52:44,,,,Escoles,14130
IES Doñana,351.49 EUR,Lost,Proposal Presented,2017-08-31 17:34:41,2017-03-09 11:04:01,,,866,Escoles,14110
AMPA Institut Badia i Margarit,380.83 EUR,Won,Proposal Presented,2017-03-23 10:12:23,2017-03-20 09:40:11,,,,Escoles,14110
Colegio Compañía de María Jerez,957.00 EUR,Lost,Proposal Presented,2017-11-20 13:12:10,2017-10-30 17:19:09,,"Compañía de María, Jerez, Spain",,Escoles,14110
Escola Creu Alta,"1,000.86 EUR",Won,Proposal Presented,2018-03-08 10:31:00,2018-03-05 16:58:09,,"Escola Creu Alta, Carrer Pi i Margall, Sabadell, Spain",,Escoles,14110
SAM Claret,381.00 EUR,Lost,Proposal Presented,2017-11-09 13:33:15,2017-04-24 18:04:41,,,,Escoles,14110
Ins. Bernat Metge,"1,369.98 EUR",Won,Proposal Accepted,2018-07-24 08:39:52,2018-03-05 16:57:46,,"Institut Bernat Metge, Carrer de Menorca, Barcelona, Spain",,Escoles,14110
Manuela Malasaña,"1,673.61 EUR",Won,Proposal Accepted,2018-01-31 11:19:03,2017-10-30 17:19:21,,"Calle de los Arados, 10, Fuenlabrada, Madrid, Spain",,Escoles,14110
Lauter,387.38 EUR,Won,Proposal Presented,2017-08-31 16:44:09,2017-03-30 08:56:11,,,,Escoles,14110
MICHELLE ORLANDO,104.99 EUR,Won,Proposal Presented,2017-05-04 13:37:30,2017-05-04 13:37:21,,"CARRER MONLAU 41-43 CASA E, BARCELONA",804,Escoles,14110
Liceo SC,"1,800.00 EUR",Lost,Proposal Presented,2018-07-23 09:03:54,2017-10-30 17:19:20,,"Colegio Liceo Sagrado Corazón, Calle Real, San Fernando, Spain",,Escoles,14110
FEDAC Guissona,566.46 EUR,Lost,Proposal Presented,2017-11-10 11:04:02,2017-03-21 17:37:28,,,,Escoles,14110
Colegio Urkide,"1,936.71 EUR",Lost,Proposal Accepted,2018-02-22 17:31:18,2017-10-30 17:19:09,,"Magdalena Kalea, 8, 01008 Vitoria-Gasteiz, Araba",,Escoles,14110
Sant Antoni Abat,"1,936.71 EUR",Lost,Proposal Presented,2017-12-12 09:33:59,2017-10-30 17:19:23,,"Col·legi Sant Antoni Abat, Carrer de Sant Joan de la Creu, Son Ferriol, Spain",,Escoles,14110
Colegio Arenas,573.17 EUR,Won,Proposal Presented,2017-11-08 10:19:13,2017-10-23 16:47:04,,,997,Escoles,14110
Lauter,580.26 EUR,Won,Proposal Presented,2017-09-15 08:35:44,2017-09-14 14:47:29,,,,Escoles,14110
Institut Antoni Maura,600.00 EUR,Lost,Contact Made,2017-06-02 13:54:41,2017-04-07 11:16:05,,,,Escoles,14120
Colegio Huerta Santa Ana,"1,942.92 EUR",Lost,Proposal Presented,2018-01-12 11:43:06,2017-10-30 17:19:22,,"Ginés, Sevilla",,Escoles,14110
Lauter,680.78 EUR,Won,New Leads,2017-03-06 13:10:05,2017-03-06 13:08:43,,,,Escoles,14110
IES Ezequiel González,"2,112.65 EUR",Lost,Proposal Presented,2018-01-18 12:11:54,2017-10-30 17:19:17,,"Plaza del Salvador, 1, Segovia, Spain",,Escoles,14110
INS Juan Manuel Zafra,"3,064.45 EUR",Won,Proposal Accepted,2018-07-09 09:50:45,2018-03-05 16:58:09,,"Institut Juan Manuel Zafra, Carrer de Rogent, Barcelona, Spain",,Escoles,14110
FEDAC Ripollet,789.42 EUR,Won,Proposal Presented,2017-07-25 08:40:08,2017-04-20 11:49:07,,,,Escoles,14110
EFA La Malvesía,"4,472.72 EUR",Lost,Proposal Presented,2018-02-12 12:46:40,2017-10-30 17:19:33,,"Llombai, Valencia",,Escoles,14110
Col·legi Santo Tomás,"1,081.21 EUR",Lost,Proposal Presented,2017-10-24 10:53:50,2017-06-27 17:21:28,,,,Escoles,14110
